chunk_text,mapped_symptoms,doctor_answer
"Hai vợ chồng em đã hiếm muộn năm năm. Em bị ứ dịch vòi trứng phải còn chồng em bình thường. Bác sĩ chỉ định vợ chồng em làm thụ tinh ống nghiệm sau đó mổ nội soi để giải quyết ứ dịch vòi trứng trái.Nhiều người đã làm IVF nói em làm IVF tốn rất nhiều thời gian, phải nằm nghỉ ngơi nhiều tháng cho nên khả năng em bị mất công việc hiện tại rất cao. Em rất lo lắng về việc này. Không biết có thuốc nào có thể chữa được căn bệnh của em để em có thể có thai tự nhiên mà không cần làm IVF không ạ?",fluid_overload,"Thời gian điều trị thụ tinh trong ống nghiệm của mỗi người là khác nhau phụ thuộc vào tình trạng bệnh lý của họ. Trong thời gian điều trị, bạn sẽ đến thăm khám vào một số thời điểm nhất định, điều này không ảnh hưởng quá nhiều đến công việc của bạn. Sau quá trình chọc trứng hay chuyển phôi, bạn vẫn có thể đi lại hoạt động bình thường, bao gồm cả đi làm."
"Chuột rút, vai đau mỏi, không cầm được vật nặng là bệnh gì?",cramps,"Hạ canxi máu, hay còn gọi là hạ canxi đường huyết là tình trạng nồng độ canxi máu có giá trị thấp hơn giới hạn bình thường. Nói một cách chính xác, hạ canxi máu được định nghĩa khi nồng độ canxi huyết thanh toàn phần thấp hơn 8,8 mg/dl (2,2 mmol/l) với điều kiện protein huyết tương bình thường, hay nồng độ canxi ion hóa dưới 4,7 mg/dl (1,17mmol/l). Hạ canxi máu gây ra những triệu chứng ở trẻ em và người lớn. Tình trạng còi xương, chậm phát triển chiều cao, hay khóc đêm, vã mồ hôi trộm,... là những dấu hiệu thường gặp ở trẻ bị thiếu canxi máu. Còn ở người lớn thì sự tụt giảm nồng độ canxi trong máu có thể gây ra loãng xương, thoái hóa cột sống,...Trường hợp của bạn đêm ngủ dậy hay bị chuột rút và tê bì tay, vai gáy đau mỏi khó chịu, khớp cánh tay không cầm được vật nặng hướng tới hội chứng chèn ép rễ dây thần kinh do thoát vị đĩa đệm.Như vậy, để chẩn đoán được bệnh của bạn, bạn cần phải đến cơ sở y tế gần nhất để được các bác sĩ chuyên khoa Cơ xương khớp khám, cho chỉ định làm các xét nghiệm chụp MRI cột sống cổ, đo loãng xương, xét nghiệm máu kiểm tra nồng độ canxi máu,....giúp chẩn đoán.Hiện nay, bệnh viện Đa khoa Quốc tế Vinmec có nhiều các gói khám, chẩn đoán, điều trị các bệnh lý về cơ xương khớp. Với cơ sở vật chất kỹ thuật hiện đại, quy trình thăm khám bởi các bác sĩ giàu chuyên môn, kinh nghiệm sẽ đem lại cho bạn phương pháp điều trị tốt nhất."
"Tự nhiên chân xuất hiện vết bầm đỏ không đau, không ngứa là làm sao?",itching,"Tình trạng vết bầm đỏ xuất hiện trên da là do máu thoát ra khỏi thành mạch và lắng đọng lại dưới da. Diễn tiến theo thời gian sẽ chuyển màu thành bầm, xanh tím. Có nhiều nguyên nhân dẫn đến như giãn mao mạch dưới da, vỡ các mao mạch, bệnh do dị ứng, hậu quả của các tình trạng rối loạn chức năng đông máu. Bạn nên xét nghiệm chức năng đông máu, chức năng gan, thận, số lượng tiểu cầu. . . hoặc thăm khám trực tiếp với bác sĩ để được chỉ định xét nghiệm cụ thể."
Khó chịu ở ngực khi hít sâu là do đâu?,malaise,"Các triệu chứng của bạn (khó chịu ở ngực khi hít sâu và ho) có thể liên quan đến bệnh lý đường hô hấp.Các triệu chứng của bệnh lý đường hô hấp thường khác nhau tùy thuộc vào việc bạn bị nhiễm khuẩn đường hô hấp trên hay dưới, những triệu chứng phổ biến hay gặp bao gồm:Ngạt mũi, chảy nước mũiĐau rát cổ họng, hoNhức mỏi toàn thân, sốt ớn lạnh..Đối với những nhiễm trùng nặng có thể ho khạc đờm nhiều, tức ngực khó thở,...Bạn nên đến khám để bác sĩ có thêm thông tin qua việc khám trực tiếp phổi, lồng ngực và từ đó có thể chỉ định xét nghiệm, chụp phim hoặc khám thêm chuyên khoa liên quan như tim mạch... sau khi có đầy đủ xét nghiệm bác sĩ sẽ tổng hợp và đưa ra chẩn đoán, phương pháp điều trịCảm ơn bạn đã đặt câu hỏi tới Hệ thống Y tế Vinmec, rất mong được gặp bạn để được tư vấn trực tiếp."
"Thường xuyên chóng mặt, tê tay chân, huyết áp cao cảnh báo bệnh gì?",dizziness,"Triệu chứng bạn mô tả có thể gặp trong bệnh thần kinh ngoại biên, rối loạn tiền đình hoặc rối loạn dạng cơ thể. Mỗi loại bệnh trên có hướng điều trị hoàn toàn khác nhau. Vì vậy, bạn nên cho mẹ đi khám để xác định chính xác đang mắc bệnh gì, từ đó mới điều trị hiệu quả được."
"Tôi bị xơ gan giai đoạn F2 (cuối năm 2020) trên nền viêm gan B mạn tính. Trước đây, tôi có bị dị ứng với kháng sinh tương đối nặng (nổi mề đay sau hai liều thuốc, phải điều trị thuốc chống dị ứng hai tuần mới hết). Nếu tôi tiêm vaccine AstraZeneca giai đoạn này có được không? Tôi có thuộc nhóm loại trừ khi tiêm không hay có thể tiêm ở cơ sở y tế?",swollen_blood_vessels,"Đối với tình trạng bệnh nền, nếu đã điều trị ổn định có thể tiêm ngừa được vaccine Covid 19. Đối với tình trạng dị ứng, việc chỉ định tiêm chủng còn phụ thuộc vào mức độ dị ứng cụ thể nếu dị ứng của con bác ở mức độ nhẹ (chỉ ở da niêm như mẩn đỏ, ngứa. . . có thể có phù mắt, môi chưa ảnh hưởng đến hô hấp, tuần hoàn, tiêu hóa, tri giác. . . )có thể tiêm ngừa được vaccine, có thể sẽ tiến hành tiêm chủng tại khối bệnh viện, còn nếu dị ứng ở mức độ nặng (phản vệ độ II trở lên), phải nhập viện cấp cứu sẽ chống chị định tiêm vaccine Covid-19."
"Tôi 62 tuổi, tiểu đường tuýp 2 đã điều trị ổn định, từng sốc nặng với nhóm thuốc B: b1, b6, b12. Từng sốc hôn mê với một loại thuốc kháng sinh (lúc 12 tuổi nên không biết là kháng sinh gì ở miền Bắc), tuy nhiên đã trải qua sinh mổ an toàn. Như vậy tôi có được tiêm vaccine Covid-19 không?","coma, lethargy","Theo hướng dẫn của Bộ Y tế, người có bệnh nền nếu đã được điều trị ổn định/đã khỏi vẫn có thể tiêm ngừa vaccine phòng bệnh Covid-19. Trong trường hợp dị ứng mức độ nào với thuốc kháng sinh, chị cần phải cung cấp đầy đủ các triệu chứng gặp phải khi sử dụng thuốc: + Nếu bị dị ứng nhẹ tức chỉ có vấn đề nổi mẩn ngứa da niêm mạc thì theo hướng dẫn của Bộ Y tế, chị thuộc nhóm thận trọng khi tiêm vaccine Covid-19, Tuy nhiên, chị sẽ tiêm tại bệnh viện hoặc cơ sở y tế có đủ năng lực cấp cứu ban đầu và cần phải cung cấp đầy đủ các triệu chứng về dị ứng gặp phải cho bác sĩ khám sàng lọc để được tư vấn cụ thể và rõ ràng hơn. + Nếu bị dị ứng nặng như ngoài nổi dị ứng da niêm, còn có kèm thêm khó thở, tức ngực, buồn nôn, nôn ói, tụt huyết áp, kích thích. . . chị thuộc nhóm chống chỉ định với vaccine Covid-19."
"Đau lưng, khó thở kèm ra nhiều mồ hôi là bệnh gì?","breathlessness, back_pain","Bạn có cảm giác khó thở kèm theo đau vùng lưng, các triệu chứng này vẫn chưa loại trừ bệnh lý hô hấp. Vì vậy, bạn nên đi chụp X-quang kiểm tra và thăm dò chức năng hô hấp để loại trừ các bệnh lý: Viêm phổi, hen phế quản, tràn dịch màng phổi,..."
"Trước đây tôi từng sốc phản vệ 2 lần, một lần khi truyền chai đa vitamin trong viện, tôi không nhớ rõ phản ứng như thế nào nên không biết sốc độ mấy, nhưng y tá cho tôi ngậm viên thuốc dưới lưỡi và ngừng truyền thì một lát sau đỡ. Lần khác sau khi uống thuốc giảm đau hạ sốt có dẫn xuất của codein tôi bị đau bụng, đau lưng dữ dội và toát mồ hôi, sau đó cũng ngậm viên thuốc như vậy thì đỡ. Tôi 44 tuổi, không có bệnh nền. Tôi có chích vaccine Covid-19 được không?","abdominal_pain, belly_pain, back_pain","Vì chị không nhớ rõ các triệu chứng và chẩn đoán nên dựa trên mô tả và với tiền sử phản vệ nặng tới 2 lần phải cấp cứu với 2 nguyên nhân khác nhau thì theo chúng tôi chị sẽ tạm hoãn tiêm chủng, cân nhắc giữa lợi ích và nguy cơ."
"Em năm nay 29 tuổi, lúc nhỏ sức khoẻ yếu, có một lần (17 tuổi) bị chóng mặt ngất xỉu, đi khám thì bác sĩ bảo bị suy nhược với bị tim đập nhanh, huyết áp. Nhưng đã qua nhiều năm rồi em không có đi khám chi tiết lại. Hiện tại thì lâu lâu em cũng hay bị đau đầu. Với tình trạng trên thì em có thể tiêm vaccine không?","headache, dizziness","Trường hợp bạn có tiền sử ngất do suy nhược cơ thể vẫn có thể tiêm ngừa vaccine Covid-19 nếu điều kiện sức khỏe hiện tại đã ổn định với các chỉ số huyết áp, tim mạch đều trong giới hạn cho phép."
Đau tức ngực trái kèm khó thở là dấu hiệu của bệnh gì?,breathlessness,"Triệu chứng hiện tại là không bình thường. Đau ngực ở người lớn tuổi và có nhiều yếu tố nguy cơ tim mạch như tăng huyết áp, tiểu đường, hút thuốc lá, rối loạn mỡ máu,... thường là biểu hiện của bệnh tim, đau có thể liên quan đến thành ngực như viêm sụn sườn, xương ức, viêm màng phổi hoặc viêm phổi, hoặc bệnh lý tiêu hóa như trào ngược dạ dày thực quản, thoát vị gián đoạn dạ dày,...Bạn cần đi khám sớm. Khi đi khám BS thường sẽ chỉ định thêm các Xét nghiệm như máu, điện tim, siêu âm, X quang, nội soi tiêu hóa, và một số xét nghiệm chuyên sau khác nếu cần... nhằm mục đích xác định bệnh tim mạch có hay không hay là bệnh lý phổi, tiêu hóa, xương khớp."
"Em bị viêm dạ dày cách đây 4 năm đã điều trị, lâu lâu có tái phát, đi bác sĩ khám có uống thuốc. Em cũng đang bị thoái hóa cột sống, rối loạn nhịp tim (do dịch bệnh phức tạp nên em chưa đi khám tim để tìm hiểu nguyên nhân rối loạn). Em ăn thịt gà và thịt bò bị ngứa, lâu lâu có nổi mề đay, hay bị nghẹt mũi từ lúc còn học phổ thông, vài tháng trước đi khám bác sĩ nói viêm mũi mãn tính. Vậy em có tiêm vaccine ngừa Covid-19 (AstraZeneca) được không ạ?","congestion, swollen_blood_vessels, itching","Trường hợp sức khỏe của chị tốt nhất đi thăm khám bác sĩ chuyên khoa tim mạch để chẩn đoán chính xác xem tình trạng bệnh lý của chị thế nào. Từ đó, bác sĩ mới quyết định được chị có nên tiêm vaccine Covid -19 không."
"Người mệt mỏi, nổi mẩn đỏ có phải dấu hiệu mắc bệnh thận không?","fatigue, swollen_blood_vessels, malaise","Bạn nên đi khám để bác sĩ xét nghiệm kiểm tra chức năng thận. Nói chung, bạn nên uống nhiều nước và ăn, ngủ đầy đủ. Tuy nhiên nếu bạn là người khỏe mạnh, không có bệnh lý mạn tính gì (Tăng huyết áp, Đái tháo đường type 2, bệnh gan, lao, . . . )thì những dấu hiệu mà bạn kể không phải là dấu hiệu của suy thận. Hơn nữa, bạn nói bạn hay bị mệt mỏi, nổi mẩn ngứa da thì bạn nên đi khám, xét nghiệm tổng quát cơ bản để tầm soát bệnh và cho bác sĩ nhìn vết mẩn ngứa trên da để có hướng điều trị phù hợp."
Lưỡi trắng đều kèm nổi mụn nước dưới cuống lưỡi là bệnh gì?,"swollen_blood_vessels, blister","Bạn bị trắng đều lưỡi, nổi mụn dưới cuống lưỡi, hay hắt hơi kèm sổ mũi thì tốt nhất, bạn hãy sắp xếp để đi khám bệnh trực tiếp với bác sĩ chuyên khoa. Bạn nên được nội soi vùng mũi họng toàn diện, đánh giá tình trạng của lưỡi cụ thể, đánh giá các bệnh lý đi kèm nếu có như trào ngược, thiếu vitamin B12, mất ngủ, tiểu đường, . . ."
Lúc mệt mỏi thường nhói đau bên dưới sườn phải có sao không?,"fatigue, malaise","Em bị nhói đau hạ sườn phải khi mệt, cơn đau kéo dài bao nhiêu lâu, tự hết hay phải dùng thuốc, có lan đi đâu không. Với tình trạng sức khỏe hiện tại, em nên đến bác sĩ nội khoa để được tư vấn về tình trạng lúc mệt mỏi thường nhói đau bên dưới sườn phải có sao không?"
"Viêm họng, ho ra máu, nổi hạch dưới cằm có phải bệnh lý nghiêm trọng không?",swollen_blood_vessels,"rất chia sẻ với lo lắng của cháu. Vấn đề của cháu rộng nên cần phải hỏi chi tiết lịch sử những lần thăm khám trước của cháu, các xét nghiệm cháu đã được làm. Tuy nhiên bác sĩ nghĩ bệnh của cháu thiên nhiều về bệnh lý mũi họng."
"Chú tôi 54 tuổi bị nhiễm virus HIV 5 năm rồi và đang uống thuốc điều tri, sức khỏe chú bình thường, thỉnh thoảng có hay đau bao tử và huyết áp thấp. Xin hỏi bác sĩ chú tôi có thể chích vaccine AstraZececa được không? Nếu được thì chú chích tại điểm chích tập trung hay phải vào viện ạ?",shivering,"Đối với người nhiễm HIV không phải thuộc nhóm đối tượng chống chỉ định của vaccine Covid-19. Nếu sức khỏe bạn tốt, không bị suy giảm miễn dịch, không mắc các bệnh cấp tính thì vẫn được tiêm vaccine Covid-19. Bác sĩ khám sàng lọc sẽ khám trước khi tiêm để đánh giá tình trạng sức khỏe của chú bạn trước khi tiêm chủng. Cùng với việc tiêm ngừa, bạn vẫn phải tuân thủ các biện pháp phòng dịch khác như thông điệp 5K của Chính phủ."
"Con gái tôi 19 tuổi có cơ địa dị ứng với thịt gà, trứng gà và hay bị ezema. Vừa rồi cháu có chích mũi đầu tiên AstraZeneca ngày đầu tiên không thấy biểu hiện gì, tối có sốt nhẹ và đau nhức (đã cho uống Efferalgan). Trưa ngày hôm sau (sau 24h) thì môi bắt đầu sưng nhẹ, cổ họng và lưỡi bị đỏ, tôi có cho cháu ngậm 1 viên alphachoay, sau đó cỡ 3h sau thì môi cháu bị sưng to hơn, tôi có đưa cháu đến phòng cấp cứu của 1 bệnh viện gần nhà. Bác sĩ kiểm tra và cho cháu uống Neo-allefar (thuốc chống dị ứng), bác sĩ có theo dõi 2h đồng hồ, sau đó tình trạng của cháu giảm dần và bác sĩ cho về nhà dặn tiếp tục theo dõi và uống thuốc đó tiếp trong ngày sau nữa. Kể từ 44h sau chích hiện tại cháu ổn, môi vẫn còn sưng nhẹ. Gia đình vẫn tiếp tục theo dõi trong vòng 4 ngày. Xin cho hỏi là tình trạng này cháu có nên tiếp tục chích mũi thứ 2 sau 50-60 ngày hay không?",mild_fever,"Theo mô tả, cháu nhà đã có biểu hiện dị ứng với vaccine phòng Covid-19 trong lần tiêm đầu tiên. Vì vậy, theo hướng dẫn của Bộ Y tế và thông tin kê toa của nhà sản xuất, cháu nằm trong nhóm chống chỉ định tiêm chủng trong lần tiêm sau. Ngoài vaccine Covid-19, cháu nhà nên phòng bệnh bằng cách thực hiện thông điệp 5K của Chính phủ và Bộ Y tế."
Khó chịu khi vận động hoặc cương cứng sau cắt bao quy đầu phải làm sao?,malaise,"Theo như bạn mô tả, bạn cảm thấy khó chịu khi vận động mạnh hoặc khi cương cứng sau phẫu thuật cắt bao quy đầu, có thể do thời gian đầu bạn chưa quen. Bạn nên kiên nhẫn một thời gian để xem cơ thể vùng này tự thích nghi, giãn da vùng căng ra ở dương vật. Nếu sau 03 tháng nữa triệu chứng này vẫn còn thì bạn nên đến phòng khám Niệu- Nam học để các bác sĩ thăm khám và quyết định xem có ghép da được hay không."
Run ngón tay khi cử động là dấu hiệu của bệnh gì?,shivering,"Với các dấu hiệu bạn mô tả thì có thể bạn mắc chứng bệnh động kinh cục bộ Tay - Mặt. Tuy nhiên, cũng nên loại trừ run ngón tay do căn nguyên tâm lý, run tư thế, run vô căn hoặc bệnh Wilson,...Vì vậy, bạn nên đến khám tại chuyên khoa Nội Thần kinh để được ghi điện não đồ, chụp cộng hưởng từ sọ não - mạch não, chọc dò dịch não tuỷ nếu cần và một số xét nghiệm khác để chẩn đoán xác định bệnh cũng như tìm nguyên nhân gây bệnh để có phác đồ điều trị hiệu quả nhất nhé."
"Trẻ 5 tuổi bị nổi hạch sau tai, góc hàm phải và sau đầu gây đau có nguy hiểm không?",swollen_blood_vessels,"Tình trạng viêm hạch sau tai cũng hay thường gặp ở các trẻ nhỏ, thường tự khỏi, tuy nhiên nếu hạch to lên, sưng tấy phải dùng kháng sinh điều trị, có những trường hợp hạch to tạo ra ổ áp xe sau tai phải chích rạch dẫn lưu mủ. Như trên đã nói thường là viêm hạch nhẹ và không ảnh hưởng nhiều đến sức khỏe của bé."
"Tôi và vợ 47 tuổi, con trai đều có bịnh rối loạn lo âu mạn tính trên 10 năm, bản thân tôi có bị sốc phản vệ kháng sinh. Xin hỏi vợ con và tôi có tiêm vaccine Covid 19 được không?",anxiety,"Theo thông tin cung cấp, thì vợ và con trai anh có thể được tiêm vaccine Covid-19 nếu bệnh rối loạn lo âu mạn tính đã được kiểm soát/điều trị ổn định, nhưng cần phải cẩn trọng và tiêm chủng ở bệnh viện hoặc cơ sở y tế có đủ năng lực cấp cứu ban đầu. Khi khám, vợ và con trai anh cần thông báo cho bác sĩ khám sàng lọc trước tiêm chủng về bệnh đang mắc phải và các thuốc đang sử dụng để bác sĩ có thể đánh giá và chỉ định tiêm chủng chính xác. Đối với trường hợp của anh có tiền sử sốc phản vệ với kháng sinh, nên bác nằm trong nhóm chống chỉ định tiêm vaccine Covid-19. Tuy nhiên, anh vẫn có thể phòng bệnh hiệu quả bằng các biện pháp khác như thông điệp 5K của Chính phủ."
"Tôi bị viêm mũi dị ứng nhiều năm dẫn tới phì đại cuốn mũi và đã phẫu thuật chỉnh cuốn mũi vào 14/4/2021. Sau phẫu thuật, bác sĩ có chỉ định xịt thuốc mũi có chứa corticoid, hiện nay vẫn sử dụng. Bản thân tôi có bệnh nền là gan và máu nhiễm mỡ, rối loạn tiền đình, kèm theo dị ứng là đau bụng khi ăn nghêu. Nhờ bác sĩ tư vấn giúp tôi có được tiêm ngừa vaccine Covid-19 không? Loại vaccine nào phù hợp và nên tiêm ở đâu để an toàn?","abdominal_pain, belly_pain","Trường hợp những bệnh nền của ổn định, không phải điều trị gì, chỉ theo dõi thì mình có thể tiêm chủng bình thường, riêng trường hợp đau bụng do ăn nghêu theo dõi dị ứng hải sản mà không phải dùng thuốc gì thì có thể tiêm chủng tại tuyến cơ sở bệnh viện. Các vaccine Covid-19 sau tiêm đều có nhứng phản ứng hay đáp ứng miễn dịch tùy vào từng cơ địa khác nhau nên nếu có nào bạn nên tiêm vaccine đấy để được phòng bệnh sớm."
"Sốt, ho ít, khó thở là dấu hiệu của bệnh lý gì?",breathlessness,Theo như mô tả thì các triệu chứng của bạn nghi ngờ là những dấu hiệu của bệnh lý đường hô hấp trên.
"Triệu chứng mỏi cơ hàm kèm chóng mặt, đau đầu kéo dài cảnh báo bệnh gì","headache, dizziness","Với tình trạng hiện tại như mô tả thì bác sĩ khuyên bạn nên đến bệnh viện chuyên khoa để khám tầm soát thêm về nội thần kinh mạch não, những dấu hiệu bạn đang gặp phải có thể từ bệnh lý nội khoa gây ra."
"Đau đầu, bủn rủn chân tay, đi ngoài ra máu là bị sao?","headache, bloody_stool","bạn cho biết “đau đầu, bủn rủn chân tay, đi ngoài ra máu” xuất hiện từ thời điểm nào? Triệu chứng nào có trước? Liên quan với nhau thế nào? Tính chất của đau đầu, bủn rủn chân tay và đi ngoài ra máu như thế nào? Đi ngoài ra máu đỏ tươi, phân vàng hay phân đen hôi nhiều? Đi ngoài ra máu là triệu chứng từ đường tiêu hóa, có nhiều bệnh gây triệu chứng này. Bạn nên đi khám ngay tại các bệnh viện thuộc Hệ thống Y tế Vinmec để xác định mức độ mất máu, vị trí chảy máu, bệnh gây chảy máu. . . Liên quan đến đau đầu và bủn rủn chân tay ra sao hay là bệnh khác nhau."
Đỏ mắt có nên sử dụng thuốc Bratorex-Dexa để tra mắt không?,redness_of_eyes,"Bệnh viêm kết mạc hay bệnh đau mắt đỏ thông thường do virut gây nên. Người bệnh có thể tự khỏi trong vòng 1 tuần đến 10 ngày, chỉ cần vệ sinh mắt mà không cần phải dùng thuốc kháng sinh. Tuy nhiên, trong một số trường hợp bệnh tiến triển nặng hoặc dự phòng biến chứng thì ngoài việc vệ sinh mắt, các bác sĩ thường cho dùng thêm kháng sinh nhỏ. Các thuốc có thành phần kháng viêm corticoid được chỉ định và theo dõi sát bởi bác sĩ chuyên khoa về liều lượng dùng và thời gian sử dụng với từng bệnh lý cụ thể như viêm giác mạc, viêm màng bồ đào, . . ."
"Nhức mỏi, khó chịu mắt sau khi cắt kính mới phải làm sao?",malaise,"Khi cắt kính bạn cần đeo thử xem mắt có thích nghi hay không, trong trường hợp thấy có những biểu hiện khó chịu như: Đau nhức mắt, đau đầu, hoa mắt chóng mặt thì sẽ cần điều chỉnh lại độ kính cũng như kiểm tra tâm kính đã chính xác chưa? Có trường hợp độ kính đã chính xác nhưng mắt không thích nghi được thì vẫn cần điều chỉnh, thông thường là giảm độ chứ không phải tăng độ như bạn mô tả, trừ trường hợp bạn bị viễn thị. Nếu sau khi điều chỉnh và vẫn còn cảm giác khó chịu bạn nên đi khám chuyên khoa mắt ngay để xem có bất thường bệnh lý gì khác tại mắt không."
"Tôi chuẩn bị tiêm ngừa vaccine Covid-19, nhưng tôi lại đang bị sốt nhẹ do cơ thể sắp hành kinh. Hàng tháng khi có kinh nguyệt, tôi đều có huyết khối lớn gần 2,5cm ngày thứ 2 đến ngày thứ 5, màu đen va máu rất nhiều, bi chuột rút hành kinh kéo dài ngày kinh 10 ngày. Vậy có nên tiêm ngừa không? Tại bệnh viện khám sàng lọc có test nhanh máu đông không? Việc xét nghiệm nhanh máu đông có chính xác không? Nếu tôi đang bị sốt vậy có được tiêm không?","cramps, mild_fever","Với tình trạng bạn đang sốt cần hoãn tiêm chủng bất cứ loại vaccine gì bạn nhé, chứ không riêng gì vaccine Covid-19. Ngoài ra, bạn kiểm tra lại sức khỏe tại các bệnh viện chuyên khoa sản, nội tiết về vấn đề kinh nguyệt của mình trước khi tiêm chủng vaccine Covid 19."
Nguyên nhân đau đầu khi lắc mạnh là do bệnh gì?,headache,"Đau đầu khi lắc mạnh có thể liên quan đến đau do căng cơ đột ngột, do khi bạn cúi có thể các mạch máu lên não bị thay đổi tốc độ dòng chảy gây thiếu máu thoáng qua, do thay đổi áp lực trong sọ, tác động vào các đầu mút thần kinh ở màng não gây đau. Bạn chỉ cần ngừng hoạt động, nghỉ ngơi 1 chút có thể cơn đau sẽ hết. Tuy vậy, bạn cũng nên chụp kiểm tra não tìm các nguyên nhân có tính chất nguy hiểm như dị dạng mạch não hay các bất thường trong não, đặc biệt trong não thất để được điều trị sớm."
Chóng mặt khi nằm và quay đầu có phải chóng mặt kịch phát không?,dizziness,"Theo thông tin bạn cung cấp mình bị chóng mặt khi quay đầu sang trái phải thường không gọi là chóng mặt kịch phát tư thế, nguyên nhân gây ra chóng mặt của bạn có thể từ cổ hoặc trong não bộ, chóng mặt kịch phát tư thế thường lành tính và xuất hiện khi thay đổi tư thế đột ngột (từ nằm chuyển sang ngồi, hoặc đang ngồi đứng dậy đột ngột) làm huyết áp thay đổi đột ngột (thường tụt huyết áp) và gây chóng mặt. Vì vậy, để xác định nguyên nhân gây ra chóng mặt của bạn cần phải đến viện khám, còn trước mắt bạn nên rèn luyện thể dục tập vận động cổ, tránh quay đầu đột ngột. Nếu vẫn còn chóng mặt nên đến bệnh viện có chuyên khoa Thần kinh và có phương tiện cận lâm sàng để hỗ trợ chẩn đoán. Còn vấn đề uống thuốc cần thận trọng, vì tùy nguyên nhân gây ra mà sử dụng cho phù hợp."
"Cơ thể tôi dị ứng ngứa khoảng 2 năm nay, tôi đã điều trị tại nhiều bệnh viện vẫn chưa khỏi và chưa tìm ra nguyên nhân. Hiện tượng ngứa dị ứng xảy ra sau khi tôi bị viêm xoang viêm amidan mãn và đã gây mê 2 lần mổ xoang và cắt amidan. Giờ thì viêm họng mạn đã kiểm soát. Sau đợt mổ cơ thể bắt đầu ngứa dị ứng đến giờ cứ cách 1 ngày phải uống thuốc đến bây giờ. Cách đây có mổ tiểu phẩu chích thuốc tê vẫn không sao? Vậy xin hỏi bác sĩ tôi có tiêm vaccine được không ạ?",itching,"Thông tin mà anh/chị cung cấp cho thấy anh/chị không nằm trong tiêu chuẩn chống chỉ định tiêm chủng vaccine Covid-19. Tuy nhiên, người có cơ địa dị ứng sẽ có nguy cơ bị dị ứng cao hơn những người bình thường khác nhưng không phải cứ có cơ địa dị ứng là sẽ bị phản vệ với vaccine. Với bệnh lý này, anh/chị nên được tiêm chủng tại bệnh viện hoặc những cơ sở đủ điều kiện cấp cứu ban đầu. Khi khám anh/chị hãy thông tin cho bác sẽ để bác sĩ có những tư vẫn và chỉ định vaccine an toàn. Điều quan trọng là sau khi tiêm chủng, anh/chị cần tuân thủ theo đúng hướng dẫn của bác sĩ về theo dõi sau tiêm chủng kịp thời phát hiện các dấu hiệu bất thường sau tiêm đặc biệt là các dấu hiệu phản vệ."
"Đau đầu, chóng mặt kèm nổi hạch ở cổ là bệnh gì?","headache, dizziness, swollen_blood_vessels","Đau đầu, chóng mặt , hạch nổi thành chùm ở cổ có thể do:Viêm hạch do vi khuẩn lao, vi khuẩn thường,..Ung thư hạch nguyên phát hoặc thứ phát,...Tốt nhất, bạn nên đến bệnh viện thăm khám bác sĩ chuyên khoa Ung bướu để được tư vấn điều trị cụ thể."
Hay buồn nôn khi đói kèm đau bụng trên là dấu hiệu bệnh gì?,"nausea, abdominal_pain, belly_pain","Để xác định nguyên nhân gây buồn nôn và đau bụng trên rốn, bệnh nhân nên theo dõi tình trạng đau của mình. Nếu chỉ là cơn đau thông thường, diễn ra trong thời gian ngắn, không bị tái phát là do ăn uống quá no, quá đói, đầy bụng, ăn phải thức ăn khó tiêu hóa. Còn nếu cơn đau dai dẳng, triền miên thì nó có thể là dấu hiệu của các bệnh lý về gan, mật, hệ tiết niệu (thận, niệu quản), tụy, lách cần đi khám để kiểm tra bệnh kịp thời.Trường hợp, nghi ngờ đau bụng trên rốn kèm dấu hiệu buồn nôn là dấu hiệu bệnh lý dạ dày thì để đảm bảo chẩn đoán chính xác, các bác sĩ có thể yêu cầu bệnh nhân thực hiện nội soi dạ dày. Đa số các trường hợp, bác sĩ chỉ định thực hiện siêu âm ổ bụng để chẩn đoán nguyên nhân gây đau bụng.Ở Bệnh viện Đa khoa Quốc tế Vinmec, quá trình siêu âm được thực hiện cẩn thận bởi các bác sĩ siêu âm, chẩn đoán hình ảnh giàu kinh nghiệm, có chuyên môn cao, hệ thống máy siêu âm hiện đại, công nghệ cao, cung cấp hình ảnh chi tiết, rõ nét, phát hiện những hình ảnh bất thường rất nhỏ. Phát hiện bệnh và các dấu hiệu gây bệnh sớm sẽ giúp ích rất nhiều cho quá trình điều trị sau này."
"Đờm có máu, đau rát họng là dấu hiệu bệnh gì?","blood_in_sputum, phlegm","Đờm có máu hay ho ra máu là một dấu hiệu liên quan tới nhiều bệnh lý, thường là biểu hiện của các bệnh lý đường hô hấp như: viêm đường hô hấp trên, lao phổi, giãn phế quản, ung thư phổi, nhiễm trùng hô hấp, nấm phổi, áp xe phổi, . . . Và cũng có khi đó là biểu hiện của bệnh lý tim mạch như hẹp van hai lá. Bởi tình trạng trên có thể là dấu hiệu nhiều bệnh lý, tốt nhất là bạn nên đến khám tại bệnh viện để được chẩn đoán và điều trị kịp thời. Cận lâm sàng giúp chẩn đoán tùy vào nguyên nhân và thường là các phương pháp như: nội soi tai mũi họng, xét nghiệm máu, X-quang ngực, soi cấy đờm, chụp CT scan ngực, nội soi phế quản, siêu âm tim, . ."
